State,Units,Coal (T Btu),Natural Gas (T Btu),Crude Oil (T Btu),Fuel Ethanol (T Btu),Biodiesel (T Btu),Renewable Diesel (T Btu)
Connecticut,Thermal,0.0,162.4,0.0,20.4,2.0,185.0
Connecticut,Thermal,0.0,0.0,0.0,173.1,0.1,19.6
Connecticut,Thermal,2.0,195.0,0.0,0.0,0.0,171.9
Connecticut,Thermal,0.1,19.5,2.0,193.0,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,5.0
Delaware,Thermal,0.0,5.0,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,5.6,0.0,5.6,0.0,0.0
Delaware,Thermal,0.0,0.0,NA,5.9,0.0,5.9
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,5.8
Delaware,Thermal,0.0,5.8,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,6.6,(s),6.6,0.0,0.0
Delaware,Thermal,0.0,0.0,NA,7.1,0.0,7.1
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,7.0
Delaware,Thermal,0.0,7.0,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,7.7,0.0,7.7,0.0,0.0
Delaware,Thermal,0.0,0.0,NA,8.2,0.0,8.2
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,8.5
Delaware,Thermal,0.0,8.5,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,8.5,0.0,8.5,0.0,0.0
Delaware,Thermal,0.0,0.0,NA,7.9,0.0,7.9
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,9.6
Delaware,Thermal,0.0,9.6,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,10.2,0.0,10.2,0.0,0.0
Delaware,Thermal,0.0,0.0,NA,10.7,0.0,10.7
Delaware,Thermal,0.0,0.0,0.0,0.0,NA,8.7
Delaware,Thermal,0.0,8.7,0.0,0.0,0.0,0.0
Delaware,Thermal,NA,2.5,0.0,2.5,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,2.0,0.0,2.0
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,3.2
Delaware,Thermal,0.0,3.2,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,2.2,0.0,2.2,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,2.9,0.0,2.9
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,3.0
Delaware,Thermal,0.0,3.0,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,2.8,0.0,2.8,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,2.2,0.0,2.2
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,2.3
Delaware,Thermal,0.0,2.3,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,2.4,0.1,2.5,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,1.6,0.1,1.7
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,1.6
Delaware,Thermal,0.1,1.7,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,1.7,0.1,1.8,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,2.4,0.1,2.5
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,2.3
Delaware,Thermal,0.1,2.4,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,2.4,0.1,2.5,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,2.5,0.1,2.6
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,2.1
Delaware,Thermal,0.1,2.2,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,1.8,0.1,1.9,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,1.9,0.1,2.0
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,2.2
Delaware,Thermal,0.1,2.3,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,1.2,0.1,1.3,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,1.2,0.1,1.3
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,1.2
Delaware,Thermal,0.2,1.4,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,1.3,0.2,1.4,0.0,0.0
Delaware,Thermal,0.0,0.0,0.0,0.8,0.2,0.0
Delaware,Thermal,0.0,0.0,0.0,0.0,0.0,0.6
Delaware,Thermal,0.2,0.9,0.0,0.0,0.0,0.0
Delaware,Thermal,0.0,1.2,0.3,1.5,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.1
District of Columbia,Thermal,(s),0.0,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,0.1,(s),0.1,0.0,0.0
District of Columbia,Thermal,0.0,0.0,NA,0.1,(s),0.1
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.1
District of Columbia,Thermal,(s),0.1,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,0.1,(s),0.1,0.0,0.0
District of Columbia,Thermal,0.0,0.0,NA,0.1,(s),0.1
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.1
District of Columbia,Thermal,(s),0.1,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,0.1,(s),0.1,0.0,0.0
District of Columbia,Thermal,0.0,0.0,NA,0.1,(s),0.1
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.1
District of Columbia,Thermal,(s),0.1,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,0.1,(s),0.1,0.0,0.0
District of Columbia,Thermal,0.0,0.0,NA,0.1,(s),0.1
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.1
District of Columbia,Thermal,(s),0.1,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,0.2,0.0,0.2,0.0,0.0
District of Columbia,Thermal,0.0,0.0,NA,0.2,0.0,0.2
District of Columbia,Thermal,0.0,0.0,0.0,0.0,NA,0.2
District of Columbia,Thermal,0.0,0.2,0.0,0.0,0.0,0.0
District of Columbia,Thermal,NA,2.8,0.0,2.8,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,2.3,0.0,2.3
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,3.7
District of Columbia,Thermal,0.0,3.7,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,2.6,0.0,2.6,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,3.2,0.0,3.2
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,3.3
District of Columbia,Thermal,0.0,3.3,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,3.0,0.0,3.0,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,2.2,0.0,2.2
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,2.4
District of Columbia,Thermal,0.0,2.4,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,2.5,0.0,2.5,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,1.3,0.0,1.3
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,1.3
District of Columbia,Thermal,0.0,1.3,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,1.4,0.0,1.4,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,1.9,0.0,1.9
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,1.8
District of Columbia,Thermal,0.0,1.8,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,1.9,0.0,1.9,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,1.9,0.0,1.9
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,1.4
District of Columbia,Thermal,0.0,1.4,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,1.2,(s),1.2,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,1.3,(s),1.3
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,1.4
District of Columbia,Thermal,(s),1.4,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,0.9,(s),0.9,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,0.9,(s),0.9
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,0.9
District of Columbia,Thermal,(s),0.9,0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,0.9,(s),0.9,0.0,0.0
District of Columbia,Thermal,0.0,0.0,0.0,(s),(s),(s)
District of Columbia,Thermal,0.0,0.0,0.0,0.0,0.0,(s)
District of Columbia,Thermal,(s),(s),0.0,0.0,0.0,0.0
District of Columbia,Thermal,0.0,(s),(s),(s),0.0,0.0
Florida,Thermal,0.0,(s),2.1,0.0,NA,32.7
Florida,Thermal,0.0,35.0,0.0,0.1,8.5,0.0
Florida,Thermal,NA,36.8,1.0,46.0,0.0,0.3
Florida,Thermal,10.4,0.0,NA,39.7,1.0,51.0
Florida,Thermal,0.0,0.2,9.1,0.0,NA,41.6
Florida,Thermal,1.0,51.0,0.0,0.1,8.5,0.0
Florida,Thermal,NA,47.0,0.0,56.0,0.0,0.1
Florida,Thermal,10.0,0.0,NA,48.6,0.0,59.0
Florida,Thermal,0.0,0.0,17.4,0.0,NA,48.0
Florida,Thermal,1.0,66.0,0.0,1.2,31.0,0.0
Florida,Thermal,NA,47.3,0.0,80.0,0.0,19.4
Florida,Thermal,98.0,0.7,NA,51.9,0.0,170.0
Florida,Thermal,0.0,39.6,189.6,51.0,NA,53.8
Florida,Thermal,0.0,334.0,0.0,45.3,210.8,87.9
Florida,Thermal,NA,49.8,0.0,394.0,0.0,59.7
Florida,Thermal,242.9,92.2,NA,47.6,0.0,443.0
Florida,Thermal,0.0,65.1,257.9,95.5,NA,53.8
Florida,Thermal,0.0,473.0,0.0,69.8,270.5,189.1
Florida,Thermal,NA,57.4,0.0,587.0,0.0,78.1
Florida,Thermal,275.7,173.0,NA,63.0,0.0,590.0
Florida,Thermal,0.0,77.5,273.6,167.4,NA,66.9
Florida,Thermal,0.0,586.0,0.0,69.4,248.7,182.6
Florida,Thermal,NA,87.8,0.0,589.0,0.0,55.4
Florida,Thermal,201.7,159.4,0.0,81.2,0.0,498.0
Florida,Thermal,0.0,40.8,148.6,213.9,0.0,101.9
Florida,Thermal,0.0,506.0,0.0,35.0,113.0,161.4
Florida,Thermal,0.0,89.4,0.0,399.0,0.0,24.0
Florida,Thermal,83.9,261.1,0.0,106.5,0.0,476.0
Florida,Thermal,0.0,20.2,66.5,249.2,0.0,108.2
Florida,Thermal,0.0,444.0,0.0,16.9,54.4,233.1
Florida,Thermal,0.0,114.1,0.0,419.0,0.0,15.1
Florida,Thermal,48.0,196.0,0.0,105.3,0.0,365.0
Florida,Thermal,0.0,13.8,44.9,277.8,0.0,111.6
Florida,Thermal,0.0,448.0,0.0,13.7,42.3,221.4
Florida,Thermal,0.0,204.5,26.0,508.0,0.0,11.6
Florida,Thermal,32.9,230.5,0.0,170.3,27.0,472.0
Florida,Thermal,0.0,8.3,27.4,215.0,0.0,182.4
Florida,Thermal,28.0,461.0,0.0,11.2,31.5,263.0
Florida,Thermal,0.0,199.3,29.0,534.0,0.0,11.5
Florida,Thermal,32.5,271.9,0.0,184.7,30.0,531.0
Florida,Thermal,0.0,10.7,35.3,278.9,0.0,181.8
Florida,Thermal,31.0,538.0,0.0,9.2,33.0,302.0
Florida,Thermal,0.0,186.3,32.0,562.0,0.0,8.8
Florida,Thermal,36.5,267.5,0.0,206.0,32.0,551.0
Florida,Thermal,0.0,8.7,37.0,241.0,0.0,196.9
Florida,Thermal,32.0,516.0,0.0,8.3,34.6,326.4
Florida,Thermal,0.0,171.7,32.0,573.0,0.0,8.6
Florida,Thermal,28.4,329.5,0.0,171.6,31.0,569.0
Florida,Thermal,0.0,8.9,26.8,336.8,0.0,164.0
Florida,Thermal,30.0,566.0,0.0,7.9,25.7,329.8
Florida,Thermal,(s),127.3,29.0,520.0,0.0,4.9
Florida,Thermal,21.1,351.9,0.1,144.1,28.0,551.0
Florida,Thermal,0.0,4.5,18.9,322.9,0.2,157.6
Florida,Thermal,29.0,533.0,0.0,4.4,16.8,325.5
Florida,Thermal,0.3,149.0,28.0,524.0,0.0,3.6
Florida,Thermal,15.0,300.1,1.1,153.2,28.0,501.0
Florida,Thermal,0.0,3.5,13.7,327.9,1.3,155.5
Florida,Thermal,28.0,530.0,0.0,2.1,12.1,307.2
Florida,Thermal,1.3,159.9,29.0,512.0,0.0,2.5
Georgia,Thermal,0.1,0.0,0.0,0.0,NA,71.2
Georgia,Thermal,7.0,79.0,0.0,0.0,0.0,0.0
Georgia,Thermal,NA,74.2,11.0,85.0,0.0,0.0
Georgia,Thermal,0.0,0.0,NA,74.7,11.0,86.0
Georgia,Thermal,0.0,0.0,0.0,0.0,NA,70.8
Georgia,Thermal,12.0,83.0,0.0,0.0,0.0,0.0
Georgia,Thermal,NA,73.6,10.0,84.0,0.0,0.0
Georgia,Thermal,0.0,0.0,NA,73.3,10.0,83.0
Georgia,Thermal,0.0,0.0,0.0,0.0,NA,71.8
Georgia,Thermal,8.0,80.0,0.0,0.0,0.0,0.0
Georgia,Thermal,NA,74.4,11.0,85.0,0.0,0.0
Georgia,Thermal,0.0,0.0,NA,79.6,11.0,91.0
Georgia,Thermal,0.0,0.0,0.0,0.0,NA,81.6
Georgia,Thermal,14.0,96.0,0.0,0.0,0.0,0.5
Georgia,Thermal,NA,83.4,12.0,96.0,1.9,0.0
Georgia,Thermal,0.0,34.1,NA,78.3,14.0,129.0
Georgia,Thermal,4.7,0.0,0.0,45.7,NA,89.2
Georgia,Thermal,15.0,154.0,5.7,0.0,0.0,40.0
Georgia,Thermal,NA,94.0,13.0,153.0,2.8,0.0
Georgia,Thermal,0.0,46.8,NA,99.3,12.0,161.0
Georgia,Thermal,0.7,0.0,0.0,55.4,NA,103.3
Georgia,Thermal,15.0,174.0,0.0,0.0,0.0,92.0
Georgia,Thermal,NA,98.1,15.0,205.0,0.0,0.0
Georgia,Thermal,0.0,79.8,0.0,98.4,7.0,186.0
Georgia,Thermal,0.0,0.0,0.0,73.1,0.0,105.7
Georgia,Thermal,12.0,191.0,0.0,0.0,0.0,84.8
Georgia,Thermal,0.0,107.8,14.0,206.0,0.0,0.0
Georgia,Thermal,0.0,59.3,0.0,116.3,14.0,189.0
Georgia,Thermal,0.0,0.0,0.0,107.6,0.0,116.7
Georgia,Thermal,9.0,233.0,0.0,0.0,0.0,76.6
Georgia,Thermal,0.0,119.2,7.0,203.0,0.0,0.0
Georgia,Thermal,0.0,159.3,0.0,113.0,10.0,283.0
Georgia,Thermal,0.0,0.0,0.0,160.6,0.0,117.4
Georgia,Thermal,7.0,285.0,0.0,0.0,0.0,264.2
Georgia,Thermal,0.0,177.5,13.0,455.0,0.0,0.0
Georgia,Thermal,0.0,262.4,0.0,187.6,15.0,465.0
Georgia,Thermal,0.0,0.0,0.0,272.8,0.0,182.6
Georgia,Thermal,14.0,469.0,0.0,0.0,0.0,293.1
Georgia,Thermal,0.0,183.5,16.0,493.0,0.0,0.0
Georgia,Thermal,0.0,286.1,0.0,193.9,15.0,495.0
Georgia,Thermal,0.0,0.0,0.0,302.3,0.0,196.0
Georgia,Thermal,15.0,513.0,0.0,0.0,0.0,322.2
Georgia,Thermal,0.0,205.6,14.0,542.0,0.0,0.0
Georgia,Thermal,0.0,314.3,0.0,208.3,16.0,538.0
Georgia,Thermal,0.0,0.0,0.0,319.2,0.0,218.5
Georgia,Thermal,14.0,552.0,0.0,0.0,0.0,329.2
Georgia,Thermal,0.0,202.9,18.0,550.0,0.0,0.0
Georgia,Thermal,0.0,328.9,0.0,202.7,9.0,541.0
Georgia,Thermal,0.0,0.0,0.0,338.7,0.0,196.6
Georgia,Thermal,8.0,544.0,0.0,0.0,0.0,351.7
Georgia,Thermal,0.0,164.9,9.0,525.0,0.0,0.0
